model,error_type,steps,fr_compound,fr_step_i,fr_step_j,fr_expected_indep,super_additive,interaction_delta
claude-3-haiku,factual,"(0, 1)",0.0,0.0923,0.0874,0.1716,False,-0.1716
claude-3-haiku,factual,"(0, 2)",0.0,0.0923,0.0564,0.1435,False,-0.1435
claude-3-haiku,factual,"(0, 1)",0.0,0.0923,0.0874,0.1716,False,-0.1716
claude-3-haiku,factual,"(0, 1)",0.7889,0.0923,0.0874,0.1716,True,0.6173
claude-3-haiku,factual,"(0, 2)",0.0597,0.0923,0.0564,0.1435,False,-0.0838
claude-3-haiku,factual,"(0, 2)",0.0,0.0923,0.0564,0.1435,False,-0.1435
claude-3-haiku,factual,"(0, 2)",0.0,0.0923,0.0564,0.1435,False,-0.1435
claude-3-haiku,factual,"(0, 3)",0.5129,0.0923,0.5694,0.6092,False,-0.0963
claude-3-haiku,factual,"(0, 2)",0.0,0.0923,0.0564,0.1435,False,-0.1435
claude-3-haiku,factual,"(0, 2)",0.3755,0.0923,0.0564,0.1435,True,0.232
claude-3-haiku,factual,"(0, 3)",0.0,0.0923,0.5694,0.6092,False,-0.6092
claude-3-haiku,factual,"(0, 2)",0.0,0.0923,0.0564,0.1435,False,-0.1435
claude-3-haiku,factual,"(0, 3)",0.0,0.0923,0.5694,0.6092,False,-0.6092
claude-3-haiku,factual,"(0, 2)",0.0,0.0923,0.0564,0.1435,False,-0.1435
claude-3-haiku,factual,"(0, 3)",0.0,0.0923,0.5694,0.6092,False,-0.6092
claude-3-haiku,factual,"(0, 2)",0.4189,0.0923,0.0564,0.1435,True,0.2754
claude-3-haiku,factual,"(0, 3)",0.2062,0.0923,0.5694,0.6092,False,-0.403
claude-3-haiku,factual,"(0, 3)",0.0,0.0923,0.5694,0.6092,False,-0.6092
claude-3-haiku,factual,"(1, 2)",0.0,0.0874,0.0564,0.1389,False,-0.1389
claude-3-haiku,factual,"(0, 3)",0.0,0.0923,0.5694,0.6092,False,-0.6092
claude-3-haiku,factual,"(1, 2)",0.0,0.0874,0.0564,0.1389,False,-0.1389
claude-3-haiku,factual,"(0, 3)",0.3866,0.0923,0.5694,0.6092,False,-0.2225
claude-3-haiku,factual,"(0, 3)",0.1497,0.0923,0.5694,0.6092,False,-0.4594
claude-3-haiku,factual,"(0, 3)",0.0,0.0923,0.5694,0.6092,False,-0.6092
claude-3-haiku,factual,"(1, 2)",0.0,0.0874,0.0564,0.1389,False,-0.1389
claude-3-haiku,factual,"(1, 2)",0.0,0.0874,0.0564,0.1389,False,-0.1389
claude-3-haiku,factual,"(1, 2)",0.0,0.0874,0.0564,0.1389,False,-0.1389
claude-3-haiku,factual,"(1, 3)",0.1882,0.0874,0.5694,0.607,False,-0.4189
claude-3-haiku,factual,"(1, 2)",1.0,0.0874,0.0564,0.1389,True,0.8611
claude-3-haiku,factual,"(1, 2)",0.0,0.0874,0.0564,0.1389,False,-0.1389
claude-3-haiku,factual,"(1, 2)",0.0,0.0874,0.0564,0.1389,False,-0.1389
claude-3-haiku,factual,"(1, 2)",0.0,0.0874,0.0564,0.1389,False,-0.1389
claude-3-haiku,factual,"(1, 2)",0.0,0.0874,0.0564,0.1389,False,-0.1389
claude-3-haiku,factual,"(1, 3)",0.0,0.0874,0.5694,0.607,False,-0.607
claude-3-haiku,factual,"(1, 3)",0.006,0.0874,0.5694,0.607,False,-0.601
claude-3-haiku,factual,"(1, 3)",0.0,0.0874,0.5694,0.607,False,-0.607
claude-3-haiku,factual,"(1, 3)",0.0,0.0874,0.5694,0.607,False,-0.607
claude-3-haiku,factual,"(1, 3)",0.0,0.0874,0.5694,0.607,False,-0.607
claude-3-haiku,factual,"(1, 3)",0.0,0.0874,0.5694,0.607,False,-0.607
claude-3-haiku,factual,"(1, 3)",0.3858,0.0874,0.5694,0.607,False,-0.2212
claude-3-haiku,factual,"(1, 3)",0.2317,0.0874,0.5694,0.607,False,-0.3753
claude-3-haiku,factual,"(1, 3)",0.0,0.0874,0.5694,0.607,False,-0.607
claude-3-haiku,omission,"(0, 1)",0.0,0.1327,0.1847,0.2929,False,-0.2929
claude-3-haiku,omission,"(0, 1)",0.0,0.1327,0.1847,0.2929,False,-0.2929
claude-3-haiku,omission,"(0, 2)",0.0,0.1327,0.174,0.2836,False,-0.2836
claude-3-haiku,omission,"(0, 1)",0.1125,0.1327,0.1847,0.2929,False,-0.1804
claude-3-haiku,omission,"(0, 1)",0.0751,0.1327,0.1847,0.2929,False,-0.2178
claude-3-haiku,omission,"(0, 1)",0.0302,0.1327,0.1847,0.2929,False,-0.2627
claude-3-haiku,omission,"(0, 1)",0.0845,0.1327,0.1847,0.2929,False,-0.2084
claude-3-haiku,omission,"(0, 1)",0.0642,0.1327,0.1847,0.2929,False,-0.2287
claude-3-haiku,omission,"(0, 1)",0.1172,0.1327,0.1847,0.2929,False,-0.1757
claude-3-haiku,omission,"(0, 1)",0.0747,0.1327,0.1847,0.2929,False,-0.2182
claude-3-haiku,omission,"(0, 1)",0.0,0.1327,0.1847,0.2929,False,-0.2929
claude-3-haiku,omission,"(0, 2)",0.0,0.1327,0.174,0.2836,False,-0.2836
claude-3-haiku,omission,"(0, 2)",0.0,0.1327,0.174,0.2836,False,-0.2836
claude-3-haiku,omission,"(0, 2)",0.0,0.1327,0.174,0.2836,False,-0.2836
claude-3-haiku,omission,"(0, 2)",0.0,0.1327,0.174,0.2836,False,-0.2836
claude-3-haiku,omission,"(0, 2)",0.2271,0.1327,0.174,0.2836,False,-0.0565
claude-3-haiku,omission,"(0, 3)",0.0,0.1327,0.2344,0.3359,False,-0.3359
claude-3-haiku,omission,"(0, 2)",0.0518,0.1327,0.174,0.2836,False,-0.2318
claude-3-haiku,omission,"(0, 2)",0.0,0.1327,0.174,0.2836,False,-0.2836
claude-3-haiku,omission,"(0, 2)",0.0409,0.1327,0.174,0.2836,False,-0.2427
claude-3-haiku,omission,"(0, 3)",0.0,0.1327,0.2344,0.3359,False,-0.3359
claude-3-haiku,omission,"(0, 2)",0.0,0.1327,0.174,0.2836,False,-0.2836
claude-3-haiku,omission,"(0, 3)",0.1082,0.1327,0.2344,0.3359,False,-0.2277
claude-3-haiku,omission,"(0, 3)",0.0681,0.1327,0.2344,0.3359,False,-0.2678
claude-3-haiku,omission,"(0, 3)",0.0,0.1327,0.2344,0.3359,False,-0.3359
claude-3-haiku,omission,"(0, 3)",0.0,0.1327,0.2344,0.3359,False,-0.3359
claude-3-haiku,omission,"(0, 3)",0.0305,0.1327,0.2344,0.3359,False,-0.3054
claude-3-haiku,omission,"(0, 3)",0.0,0.1327,0.2344,0.3359,False,-0.3359
claude-3-haiku,omission,"(1, 2)",0.0,0.1847,0.174,0.3266,False,-0.3266
claude-3-haiku,omission,"(0, 3)",0.0416,0.1327,0.2344,0.3359,False,-0.2943
claude-3-haiku,omission,"(1, 2)",0.1644,0.1847,0.174,0.3266,False,-0.1622
claude-3-haiku,omission,"(1, 2)",0.0647,0.1847,0.174,0.3266,False,-0.2619
claude-3-haiku,omission,"(1, 2)",0.0378,0.1847,0.174,0.3266,False,-0.2888
claude-3-haiku,omission,"(0, 3)",0.0405,0.1327,0.2344,0.3359,False,-0.2954
claude-3-haiku,omission,"(1, 2)",0.1644,0.1847,0.174,0.3266,False,-0.1622
claude-3-haiku,omission,"(1, 2)",0.0945,0.1847,0.174,0.3266,False,-0.2321
claude-3-haiku,omission,"(1, 2)",0.1063,0.1847,0.174,0.3266,False,-0.2203
claude-3-haiku,omission,"(1, 2)",0.0416,0.1847,0.174,0.3266,False,-0.285
claude-3-haiku,omission,"(1, 2)",0.096,0.1847,0.174,0.3266,False,-0.2306
claude-3-haiku,omission,"(1, 3)",0.0,0.1847,0.2344,0.3758,False,-0.3758
claude-3-haiku,omission,"(1, 2)",0.0367,0.1847,0.174,0.3266,False,-0.2898
claude-3-haiku,omission,"(1, 3)",0.0,0.1847,0.2344,0.3758,False,-0.3758
claude-3-haiku,omission,"(1, 3)",0.0389,0.1847,0.2344,0.3758,False,-0.3369
claude-3-haiku,omission,"(1, 3)",0.0694,0.1847,0.2344,0.3758,False,-0.3064
claude-3-haiku,omission,"(1, 3)",0.0191,0.1847,0.2344,0.3758,False,-0.3567
claude-3-haiku,omission,"(0, 1)",0.0,0.1327,0.1847,0.2929,False,-0.2929
claude-3-haiku,omission,"(1, 3)",0.1644,0.1847,0.2344,0.3758,False,-0.2114
claude-3-haiku,omission,"(0, 1)",0.0,0.1327,0.1847,0.2929,False,-0.2929
claude-3-haiku,omission,"(1, 3)",0.0694,0.1847,0.2344,0.3758,False,-0.3064
claude-3-haiku,omission,"(0, 1)",0.0,0.1327,0.1847,0.2929,False,-0.2929
claude-3-haiku,omission,"(1, 3)",0.0554,0.1847,0.2344,0.3758,False,-0.3204
claude-3-haiku,omission,"(1, 3)",0.0518,0.1847,0.2344,0.3758,False,-0.324
claude-3-haiku,omission,"(0, 1)",0.0,0.1327,0.1847,0.2929,False,-0.2929
claude-3-haiku,omission,"(0, 1)",0.0,0.1327,0.1847,0.2929,False,-0.2929
claude-3-haiku,omission,"(1, 3)",0.0751,0.1847,0.2344,0.3758,False,-0.3007
claude-3-haiku,omission,"(0, 1)",0.0,0.1327,0.1847,0.2929,False,-0.2929
claude-3-haiku,omission,"(0, 2)",0.0,0.1327,0.174,0.2836,False,-0.2836
claude-3-haiku,omission,"(0, 2)",0.1499,0.1327,0.174,0.2836,False,-0.1337
claude-3-haiku,omission,"(0, 1)",0.4373,0.1327,0.1847,0.2929,True,0.1444
claude-3-haiku,omission,"(0, 1)",0.4507,0.1327,0.1847,0.2929,True,0.1578
claude-3-haiku,omission,"(0, 1)",0.0,0.1327,0.1847,0.2929,False,-0.2929
claude-3-haiku,omission,"(0, 2)",0.0,0.1327,0.174,0.2836,False,-0.2836
claude-3-haiku,omission,"(0, 1)",0.4395,0.1327,0.1847,0.2929,True,0.1466
claude-3-haiku,omission,"(0, 2)",0.0,0.1327,0.174,0.2836,False,-0.2836
claude-3-haiku,omission,"(0, 2)",0.497,0.1327,0.174,0.2836,True,0.2134
claude-3-haiku,omission,"(0, 2)",0.0,0.1327,0.174,0.2836,False,-0.2836
claude-3-haiku,omission,"(0, 2)",0.0,0.1327,0.174,0.2836,False,-0.2836
claude-3-haiku,omission,"(0, 2)",0.455,0.1327,0.174,0.2836,True,0.1714
claude-3-haiku,omission,"(0, 3)",0.0,0.1327,0.2344,0.3359,False,-0.3359
claude-3-haiku,omission,"(0, 3)",0.0,0.1327,0.2344,0.3359,False,-0.3359
claude-3-haiku,omission,"(0, 3)",0.0,0.1327,0.2344,0.3359,False,-0.3359
claude-3-haiku,omission,"(0, 2)",0.0,0.1327,0.174,0.2836,False,-0.2836
claude-3-haiku,omission,"(0, 3)",0.0,0.1327,0.2344,0.3359,False,-0.3359
claude-3-haiku,omission,"(0, 3)",0.0,0.1327,0.2344,0.3359,False,-0.3359
claude-3-haiku,omission,"(0, 2)",0.5142,0.1327,0.174,0.2836,True,0.2306
claude-3-haiku,omission,"(0, 3)",0.0,0.1327,0.2344,0.3359,False,-0.3359
claude-3-haiku,omission,"(0, 3)",0.0,0.1327,0.2344,0.3359,False,-0.3359
claude-3-haiku,omission,"(0, 3)",0.0,0.1327,0.2344,0.3359,False,-0.3359
claude-3-haiku,omission,"(0, 3)",0.0,0.1327,0.2344,0.3359,False,-0.3359
claude-3-haiku,omission,"(1, 2)",0.0,0.1847,0.174,0.3266,False,-0.3266
claude-3-haiku,omission,"(1, 2)",0.0,0.1847,0.174,0.3266,False,-0.3266
claude-3-haiku,omission,"(1, 2)",0.0,0.1847,0.174,0.3266,False,-0.3266
claude-3-haiku,omission,"(1, 2)",0.0,0.1847,0.174,0.3266,False,-0.3266
claude-3-haiku,omission,"(1, 2)",0.0,0.1847,0.174,0.3266,False,-0.3266
claude-3-haiku,omission,"(0, 3)",0.0,0.1327,0.2344,0.3359,False,-0.3359
claude-3-haiku,omission,"(1, 2)",0.0,0.1847,0.174,0.3266,False,-0.3266
claude-3-haiku,omission,"(1, 2)",0.0,0.1847,0.174,0.3266,False,-0.3266
claude-3-haiku,omission,"(1, 2)",0.0,0.1847,0.174,0.3266,False,-0.3266
claude-3-haiku,omission,"(1, 3)",0.0,0.1847,0.2344,0.3758,False,-0.3758
claude-3-haiku,omission,"(1, 3)",0.0,0.1847,0.2344,0.3758,False,-0.3758
claude-3-haiku,omission,"(1, 3)",0.0,0.1847,0.2344,0.3758,False,-0.3758
claude-3-haiku,omission,"(1, 3)",0.0,0.1847,0.2344,0.3758,False,-0.3758
claude-3-haiku,omission,"(1, 2)",0.0,0.1847,0.174,0.3266,False,-0.3266
claude-3-haiku,omission,"(1, 3)",0.0,0.1847,0.2344,0.3758,False,-0.3758
claude-3-haiku,omission,"(1, 2)",0.0,0.1847,0.174,0.3266,False,-0.3266
claude-3-haiku,omission,"(1, 3)",0.0,0.1847,0.2344,0.3758,False,-0.3758
claude-3-haiku,omission,"(1, 3)",0.0,0.1847,0.2344,0.3758,False,-0.3758
claude-3-haiku,omission,"(1, 3)",0.2371,0.1847,0.2344,0.3758,False,-0.1387
claude-3-haiku,omission,"(1, 3)",0.0,0.1847,0.2344,0.3758,False,-0.3758
claude-3-haiku,omission,"(1, 3)",0.0,0.1847,0.2344,0.3758,False,-0.3758
claude-3-haiku,omission,"(0, 1)",0.4422,0.1327,0.1847,0.2929,True,0.1493
claude-3-haiku,omission,"(0, 1)",0.4768,0.1327,0.1847,0.2929,True,0.1839
claude-3-haiku,omission,"(0, 1)",0.4324,0.1327,0.1847,0.2929,True,0.1395
claude-3-haiku,omission,"(0, 1)",0.4373,0.1327,0.1847,0.2929,True,0.1444
claude-3-haiku,omission,"(0, 1)",0.4101,0.1327,0.1847,0.2929,True,0.1172
claude-3-haiku,omission,"(0, 1)",0.4123,0.1327,0.1847,0.2929,True,0.1194
claude-3-haiku,omission,"(0, 1)",0.4124,0.1327,0.1847,0.2929,True,0.1195
claude-3-haiku,omission,"(0, 1)",0.4167,0.1327,0.1847,0.2929,True,0.1238
claude-3-haiku,omission,"(0, 1)",0.4126,0.1327,0.1847,0.2929,True,0.1197
claude-3-haiku,omission,"(0, 1)",0.4008,0.1327,0.1847,0.2929,True,0.1079
claude-3-haiku,omission,"(0, 2)",0.4064,0.1327,0.174,0.2836,True,0.1228
claude-3-haiku,omission,"(0, 2)",0.4044,0.1327,0.174,0.2836,True,0.1208
claude-3-haiku,omission,"(0, 2)",0.4373,0.1327,0.174,0.2836,True,0.1537
claude-3-haiku,omission,"(0, 2)",0.4196,0.1327,0.174,0.2836,True,0.136
claude-3-haiku,omission,"(0, 2)",0.4204,0.1327,0.174,0.2836,True,0.1368
claude-3-haiku,omission,"(0, 2)",0.4142,0.1327,0.174,0.2836,True,0.1306
claude-3-haiku,omission,"(0, 2)",0.4128,0.1327,0.174,0.2836,True,0.1292
claude-3-haiku,omission,"(0, 2)",0.4507,0.1327,0.174,0.2836,True,0.1671
claude-3-haiku,omission,"(0, 2)",0.3975,0.1327,0.174,0.2836,True,0.1139
claude-3-haiku,omission,"(0, 2)",0.4137,0.1327,0.174,0.2836,True,0.1301
claude-3-haiku,omission,"(0, 3)",0.4768,0.1327,0.2344,0.3359,True,0.1409
claude-3-haiku,omission,"(0, 3)",0.4441,0.1327,0.2344,0.3359,True,0.1082
claude-3-haiku,omission,"(0, 3)",0.4417,0.1327,0.2344,0.3359,True,0.1058
claude-3-haiku,omission,"(0, 3)",0.4278,0.1327,0.2344,0.3359,True,0.0919
claude-3-haiku,omission,"(0, 3)",0.3979,0.1327,0.2344,0.3359,True,0.062
claude-3-haiku,omission,"(0, 3)",0.4395,0.1327,0.2344,0.3359,True,0.1035
claude-3-haiku,omission,"(0, 3)",0.4042,0.1327,0.2344,0.3359,True,0.0682
claude-3-haiku,omission,"(0, 3)",0.4278,0.1327,0.2344,0.3359,True,0.0919
claude-3-haiku,omission,"(0, 3)",0.4609,0.1327,0.2344,0.3359,True,0.1249
claude-3-haiku,omission,"(0, 3)",0.4008,0.1327,0.2344,0.3359,True,0.0649
claude-3-haiku,omission,"(1, 2)",0.1357,0.1847,0.174,0.3266,False,-0.1909
claude-3-haiku,omission,"(1, 2)",0.423,0.1847,0.174,0.3266,True,0.0964
claude-3-haiku,omission,"(1, 2)",0.4469,0.1847,0.174,0.3266,True,0.1203
claude-3-haiku,omission,"(1, 2)",0.4467,0.1847,0.174,0.3266,True,0.1201
claude-3-haiku,omission,"(1, 2)",0.4458,0.1847,0.174,0.3266,True,0.1192
claude-3-haiku,omission,"(1, 2)",0.4525,0.1847,0.174,0.3266,True,0.1259
claude-3-haiku,omission,"(1, 2)",0.4687,0.1847,0.174,0.3266,True,0.1421
claude-3-haiku,omission,"(1, 2)",0.4615,0.1847,0.174,0.3266,True,0.1349
claude-3-haiku,omission,"(1, 2)",0.4278,0.1847,0.174,0.3266,True,0.1012
claude-3-haiku,omission,"(1, 2)",0.4042,0.1847,0.174,0.3266,True,0.0776
claude-3-haiku,omission,"(1, 3)",0.4114,0.1847,0.2344,0.3758,True,0.0357
claude-3-haiku,omission,"(1, 3)",0.4069,0.1847,0.2344,0.3758,True,0.0311
claude-3-haiku,omission,"(1, 3)",0.497,0.1847,0.2344,0.3758,True,0.1212
claude-3-haiku,omission,"(1, 3)",0.4525,0.1847,0.2344,0.3758,True,0.0767
claude-3-haiku,omission,"(1, 3)",0.4521,0.1847,0.2344,0.3758,True,0.0763
claude-3-haiku,omission,"(1, 3)",0.4918,0.1847,0.2344,0.3758,True,0.116
claude-3-haiku,omission,"(1, 3)",0.4278,0.1847,0.2344,0.3758,True,0.052
claude-3-haiku,omission,"(1, 3)",0.4344,0.1847,0.2344,0.3758,True,0.0586
claude-3-haiku,omission,"(1, 3)",0.4528,0.1847,0.2344,0.3758,True,0.077
claude-3-haiku,omission,"(1, 3)",0.3857,0.1847,0.2344,0.3758,True,0.0099
claude-3-haiku,omission,"(0, 1)",0.1996,0.1327,0.1847,0.2929,False,-0.0933
claude-3-haiku,omission,"(0, 1)",0.0845,0.1327,0.1847,0.2929,False,-0.2084
claude-3-haiku,omission,"(0, 1)",0.1191,0.1327,0.1847,0.2929,False,-0.1738
claude-3-haiku,omission,"(0, 1)",0.1125,0.1327,0.1847,0.2929,False,-0.1804
claude-3-haiku,omission,"(0, 1)",0.1789,0.1327,0.1847,0.2929,False,-0.114
claude-3-haiku,omission,"(0, 1)",0.4074,0.1327,0.1847,0.2929,True,0.1145
claude-3-haiku,omission,"(0, 1)",0.1732,0.1327,0.1847,0.2929,False,-0.1197
claude-3-haiku,omission,"(0, 1)",0.1312,0.1327,0.1847,0.2929,False,-0.1617
claude-3-haiku,omission,"(0, 1)",0.1499,0.1327,0.1847,0.2929,False,-0.143
claude-3-haiku,omission,"(0, 1)",0.1312,0.1327,0.1847,0.2929,False,-0.1617
claude-3-haiku,omission,"(0, 2)",0.1345,0.1327,0.174,0.2836,False,-0.1491
claude-3-haiku,omission,"(0, 2)",0.1297,0.1327,0.174,0.2836,False,-0.1539
claude-3-haiku,omission,"(0, 2)",0.0,0.1327,0.174,0.2836,False,-0.2836
claude-3-haiku,omission,"(0, 2)",0.0,0.1327,0.174,0.2836,False,-0.2836
claude-3-haiku,omission,"(0, 2)",0.115,0.1327,0.174,0.2836,False,-0.1686
claude-3-haiku,omission,"(0, 2)",0.116,0.1327,0.174,0.2836,False,-0.1677
claude-3-haiku,omission,"(0, 2)",0.1442,0.1327,0.174,0.2836,False,-0.1394
claude-3-haiku,omission,"(0, 2)",0.0764,0.1327,0.174,0.2836,False,-0.2072
claude-3-haiku,omission,"(0, 2)",0.1832,0.1327,0.174,0.2836,False,-0.1004
claude-3-haiku,omission,"(0, 2)",0.1217,0.1327,0.174,0.2836,False,-0.162
claude-3-haiku,omission,"(0, 3)",0.1499,0.1327,0.2344,0.3359,False,-0.1861
claude-3-haiku,omission,"(0, 3)",0.1525,0.1327,0.2344,0.3359,False,-0.1834
claude-3-haiku,omission,"(0, 3)",0.0886,0.1327,0.2344,0.3359,False,-0.2473
claude-3-haiku,omission,"(0, 3)",0.1054,0.1327,0.2344,0.3359,False,-0.2305
claude-3-haiku,omission,"(0, 3)",0.0994,0.1327,0.2344,0.3359,False,-0.2366
claude-3-haiku,omission,"(0, 3)",0.0,0.1327,0.2344,0.3359,False,-0.3359
claude-3-haiku,omission,"(0, 3)",0.1618,0.1327,0.2344,0.3359,False,-0.1742
claude-3-haiku,omission,"(0, 3)",0.1109,0.1327,0.2344,0.3359,False,-0.2251
claude-3-haiku,omission,"(0, 3)",0.1475,0.1327,0.2344,0.3359,False,-0.1884
claude-3-haiku,omission,"(0, 3)",0.1232,0.1327,0.2344,0.3359,False,-0.2128
claude-3-haiku,omission,"(1, 2)",0.1435,0.1847,0.174,0.3266,False,-0.1831
claude-3-haiku,omission,"(1, 2)",0.1462,0.1847,0.174,0.3266,False,-0.1804
claude-3-haiku,omission,"(1, 2)",0.1537,0.1847,0.174,0.3266,False,-0.1729
claude-3-haiku,omission,"(1, 2)",0.1096,0.1847,0.174,0.3266,False,-0.217
claude-3-haiku,omission,"(1, 2)",0.0,0.1847,0.174,0.3266,False,-0.3266
claude-3-haiku,omission,"(1, 2)",0.1194,0.1847,0.174,0.3266,False,-0.2071
claude-3-haiku,omission,"(1, 2)",0.1307,0.1847,0.174,0.3266,False,-0.1959
claude-3-haiku,omission,"(1, 2)",0.0,0.1847,0.174,0.3266,False,-0.3266
claude-3-haiku,omission,"(1, 2)",0.1103,0.1847,0.174,0.3266,False,-0.2163
claude-3-haiku,omission,"(1, 2)",0.1428,0.1847,0.174,0.3266,False,-0.1838
claude-3-haiku,omission,"(1, 3)",0.1082,0.1847,0.2344,0.3758,False,-0.2675
claude-3-haiku,omission,"(1, 3)",0.1165,0.1847,0.2344,0.3758,False,-0.2593
claude-3-haiku,omission,"(1, 3)",0.1436,0.1847,0.2344,0.3758,False,-0.2322
claude-3-haiku,omission,"(1, 3)",0.1462,0.1847,0.2344,0.3758,False,-0.2296
claude-3-haiku,omission,"(1, 3)",0.1878,0.1847,0.2344,0.3758,False,-0.188
claude-3-haiku,omission,"(0, 1)",0.0983,0.1327,0.1847,0.2929,False,-0.1946
claude-3-haiku,omission,"(1, 3)",0.1165,0.1847,0.2344,0.3758,False,-0.2593
claude-3-haiku,omission,"(1, 3)",0.2734,0.1847,0.2344,0.3758,False,-0.1024
claude-3-haiku,omission,"(1, 3)",0.2465,0.1847,0.2344,0.3758,False,-0.1293
claude-3-haiku,omission,"(1, 3)",0.1063,0.1847,0.2344,0.3758,False,-0.2695
claude-3-haiku,omission,"(1, 3)",0.1281,0.1847,0.2344,0.3758,False,-0.2477
claude-3-haiku,omission,"(0, 2)",0.1048,0.1327,0.174,0.2836,False,-0.1788
claude-3-haiku,omission,"(0, 1)",0.4955,0.1327,0.1847,0.2929,True,0.2026
claude-3-haiku,omission,"(0, 1)",0.3758,0.1327,0.1847,0.2929,True,0.0829
claude-3-haiku,omission,"(0, 1)",0.4055,0.1327,0.1847,0.2929,True,0.1126
claude-3-haiku,omission,"(0, 1)",0.4278,0.1327,0.1847,0.2929,True,0.1349
claude-3-haiku,omission,"(0, 1)",0.3977,0.1327,0.1847,0.2929,True,0.1048
claude-3-haiku,omission,"(0, 2)",0.054,0.1327,0.174,0.2836,False,-0.2297
claude-3-haiku,omission,"(0, 1)",0.4083,0.1327,0.1847,0.2929,True,0.1154
claude-3-haiku,omission,"(0, 1)",0.4221,0.1327,0.1847,0.2929,True,0.1292
claude-3-haiku,omission,"(0, 2)",0.1125,0.1327,0.174,0.2836,False,-0.1711
claude-3-haiku,omission,"(0, 1)",0.4802,0.1327,0.1847,0.2929,True,0.1873
claude-3-haiku,omission,"(0, 1)",0.4101,0.1327,0.1847,0.2929,True,0.1172
claude-3-haiku,omission,"(0, 2)",0.3772,0.1327,0.174,0.2836,True,0.0936
claude-3-haiku,omission,"(0, 2)",0.3706,0.1327,0.174,0.2836,True,0.087
claude-3-haiku,omission,"(0, 2)",0.4768,0.1327,0.174,0.2836,True,0.1932
claude-3-haiku,omission,"(0, 2)",0.4287,0.1327,0.174,0.2836,True,0.145
claude-3-haiku,omission,"(0, 2)",0.4024,0.1327,0.174,0.2836,True,0.1188
claude-3-haiku,omission,"(0, 2)",0.564,0.1327,0.174,0.2836,True,0.2804
claude-3-haiku,omission,"(0, 2)",0.4278,0.1327,0.174,0.2836,True,0.1442
claude-3-haiku,omission,"(0, 3)",0.0845,0.1327,0.2344,0.3359,False,-0.2515
claude-3-haiku,omission,"(0, 3)",0.4318,0.1327,0.2344,0.3359,True,0.0959
claude-3-haiku,omission,"(0, 3)",0.4013,0.1327,0.2344,0.3359,True,0.0654
claude-3-haiku,omission,"(0, 3)",0.564,0.1327,0.2344,0.3359,True,0.2281
claude-3-haiku,omission,"(0, 3)",0.0796,0.1327,0.2344,0.3359,False,-0.2563
claude-3-haiku,omission,"(0, 3)",0.4429,0.1327,0.2344,0.3359,True,0.107
claude-3-haiku,omission,"(0, 3)",0.3934,0.1327,0.2344,0.3359,True,0.0575
claude-3-haiku,omission,"(0, 3)",0.4986,0.1327,0.2344,0.3359,True,0.1627
claude-3-haiku,omission,"(0, 3)",0.4044,0.1327,0.2344,0.3359,True,0.0685
claude-3-haiku,omission,"(0, 3)",0.4577,0.1327,0.2344,0.3359,True,0.1218
claude-3-haiku,omission,"(1, 2)",0.4478,0.1847,0.174,0.3266,True,0.1212
claude-3-haiku,omission,"(1, 2)",0.4813,0.1847,0.174,0.3266,True,0.1548
claude-3-haiku,omission,"(1, 2)",0.5319,0.1847,0.174,0.3266,True,0.2053
claude-3-haiku,omission,"(1, 2)",0.5226,0.1847,0.174,0.3266,True,0.196
claude-3-haiku,omission,"(1, 2)",0.4981,0.1847,0.174,0.3266,True,0.1715
claude-3-haiku,omission,"(1, 2)",0.1289,0.1847,0.174,0.3266,False,-0.1977
claude-3-haiku,omission,"(1, 2)",0.4574,0.1847,0.174,0.3266,True,0.1308
claude-3-haiku,omission,"(1, 2)",0.4414,0.1847,0.174,0.3266,True,0.1148
claude-3-haiku,omission,"(1, 2)",0.5992,0.1847,0.174,0.3266,True,0.2726
claude-3-haiku,omission,"(1, 2)",0.4493,0.1847,0.174,0.3266,True,0.1227
claude-3-haiku,omission,"(1, 3)",0.4467,0.1847,0.2344,0.3758,True,0.0709
claude-3-haiku,omission,"(1, 3)",0.4482,0.1847,0.2344,0.3758,True,0.0724
claude-3-haiku,omission,"(1, 3)",0.4143,0.1847,0.2344,0.3758,True,0.0385
claude-3-haiku,omission,"(1, 3)",0.6076,0.1847,0.2344,0.3758,True,0.2318
claude-3-haiku,omission,"(1, 3)",0.6872,0.1847,0.2344,0.3758,True,0.3115
claude-3-haiku,omission,"(1, 3)",0.564,0.1847,0.2344,0.3758,True,0.1882
claude-3-haiku,omission,"(0, 1)",0.0,0.1327,0.1847,0.2929,False,-0.2929
claude-3-haiku,omission,"(0, 1)",0.0,0.1327,0.1847,0.2929,False,-0.2929
claude-3-haiku,omission,"(0, 1)",0.0,0.1327,0.1847,0.2929,False,-0.2929
claude-3-haiku,omission,"(1, 3)",0.4278,0.1847,0.2344,0.3758,True,0.052
claude-3-haiku,omission,"(0, 1)",0.0,0.1327,0.1847,0.2929,False,-0.2929
claude-3-haiku,omission,"(0, 1)",0.1023,0.1327,0.1847,0.2929,False,-0.1906
claude-3-haiku,omission,"(1, 3)",0.4899,0.1847,0.2344,0.3758,True,0.1141
claude-3-haiku,omission,"(0, 1)",0.0,0.1327,0.1847,0.2929,False,-0.2929
claude-3-haiku,omission,"(1, 3)",0.5359,0.1847,0.2344,0.3758,True,0.1601
